fname,sentence,I-LOC
pr10364_80,13,Geneve
pr10364_80,15,Geneve
pr10364_80,16,jødisk
pr10364_80,16,Jerusalem
pr10364_80,20,Herning
pr10364_80,24,Geneve
pr10364_80,24,Herning
pr10364_80,55,Herning
pr10364_80,62,svejtsiske
pr10365_80,0,"New, York"
pr10365_80,4,Vesten
pr10365_80,10,Danmark
pr10365_80,10,"New, York"
pr10365_80,25,Efesos
pr10365_80,36,Vesten
pr10366_80,12,Jerusalem
pr10366_80,16,Jerusalem
pr10366_80,24,Rusland
pr10366_80,24,Tyskland
pr10367_80,0,indiske
pr10367_80,4,Indien
pr10367_80,12,Indien
pr10367_80,12,Indien
pr10367_80,12,britisk
pr10367_80,27,Indien
pr10367_80,29,Indien
pr10368_80,9,Farisæeren
pr10368_80,9,Israel
pr10368_80,30,Jerusalem
pr10368_80,32,romerske
pr10368_80,33,Israel
pr10368_80,33,Rom
pr10368_80,35,Israel
pr10368_80,52,Jerusalem
pr10368_80,65,svejtsiske
pr10369_80,44,Rige
pr10370_80,12,riges
pr10370_80,32,riges
pr10371_80,19,Aarhus
pr10371_80,34,Jerusalem
pr10371_80,34,Emmaus
pr10371_80,40,Jerusalem
pr10371_80,40,Jerusalem
pr10371_80,40,Emmaus
pr10371_80,40,Emmaus
pr10371_80,40,Jerusalem
pr10371_80,47,Emmaus
pr10371_80,58,Jerusalem
pr10372_80,3,Julegaverne
pr10375_80,14,Jerusalem
pr10375_80,15,Betlehem
pr10375_80,15,Jerusalem
pr10375_80,22,Betlehem
pr10375_80,22,Jerusalem
pr10375_80,24,Europa
pr10375_80,24,Amerika
pr10375_80,24,Mellemøsten
pr10375_80,29,Mellemøsten
pr10375_80,30,Amerika
pr10375_80,30,Europa
pr10376_80,18,"Silkeborg, Kommune"
pr10376_80,37,Zimbabwe
pr10376_80,39,USA
pr10377_80,8,irakiske
pr10377_80,10,Irak
pr10377_80,19,Danmark
pr10377_80,19,Mellemøsten
pr10377_80,20,Mellemøsten
pr10378_80,7,Egentligtaget
pr10379_80,1,Israel
pr10380_80,4,Skejby
pr10381_80,12,Jordan
pr10381_80,25,hjorten
pr10381_80,26,ødemarken
pr10382_80,0,København
pr10382_80,6,Israel
pr10382_80,8,Israel
pr10382_80,9,Israel
pr10382_80,9,Israel
pr10382_80,10,Israel
pr10382_80,11,Israel
pr10382_80,12,Jerusalem
pr10382_80,14,Israel
pr10382_80,14,Rom
pr10382_80,15,Tivoli
pr10382_80,17,imperium
pr10382_80,25,Israel
pr10382_80,37,Israel
pr10382_80,37,Danmark
pr10383_80,34,Jeriko
pr10383_80,35,Zakæus
pr10384_80,24,Danmark
pr10384_80,24,Somalia
pr10384_80,30,Somalia
pr10384_80,33,Somalia
pr10384_80,50,Jerusalem
pr10385_80,12,Danmark
pr10385_80,13,Slesvig
pr10385_80,13,Holsten
pr10385_80,14,"Skåne, Halland"
pr10385_80,14,Blekinge
pr10385_80,20,Tyskland
pr10385_80,21,Tyskland
pr10385_80,22,Finland
pr10385_80,22,Norge
pr10385_80,23,England
pr10385_80,24,England
pr10386_80,21,Red
pr10386_80,27,Mexico
pr10386_80,28,Mexico
pr10387_80,43,Tyskland
pr10387_80,44,Tyskland
pr10388_80,0,Skjern
pr10388_80,6,Ringkøbing
pr10388_80,22,Ringkøbing
pr10388_80,23,Ringkøbing
pr10388_80,40,Ringkøbing
pr10390_80,4,Romerriget
pr10390_80,5,Romerriget
pr10390_80,24,græsk
pr10390_80,25,persisk
pr10390_80,37,Tyskland
pr10390_80,38,Genevesøen
pr10390_80,38,Genevesøen
pr10390_80,38,Geneve
pr10391_80,18,Israel
pr10391_80,19,Jerusalem
pr10392_80,5,Asien
pr10392_80,28,Lønneberg
pr10393_80,30,Rige
pr10393_80,36,Ham
pr10394_80,4,USA
pr10394_80,4,Israel
pr10394_80,5,Jordan
pr10394_80,15,Asien
pr10394_80,37,amerikanske
pr10394_80,50,Rom
pr10394_80,56,Rom
pr10395_80,18,Nazareth
pr10395_80,22,Jerusalem
pr10395_80,29,Frelser
pr10396_80,1,Danmark
pr10396_80,4,Danmark
pr10396_80,52,Ham
pr10396_80,59,Danmark
pr10398_80,3,USA
pr10398_80,3,Mexico
pr10398_80,4,Red
pr10398_80,11,Beder
pr10398_80,12,Beder
pr10398_80,18,Beder
pr10398_80,19,Beder
pr10398_80,20,Beder
pr10398_80,21,Beder
pr10398_80,25,Israel
pr10398_80,25,Israel
pr10398_80,28,Israel
pr10398_80,38,Mexico
pr10398_80,45,Mexico
pr10398_80,56,Jerusalem
pr10398_80,57,Jerusalem
pr10398_80,58,Beder
pr10399_80,1,Indien
pr10399_80,2,Indien
pr10399_80,41,Jeriko
pr10399_80,54,Indien
pr10400_80,15,Alderslyst
pr10400_80,23,Nazareth
pr10400_80,24,Nazaret
pr10400_80,25,Nazareth
pr10400_80,27,Alderslyst
pr10400_80,29,Alderslyst
pr10400_80,31,Alderslyst
pr10400_80,32,tysk
pr10400_80,32,jødisk
pr10400_80,32,Italien
pr10400_80,33,Alderslyst
pr10400_80,36,Alderslyst
pr10400_80,39,Nazareth
pr10400_80,39,Israel
pr10400_80,40,romere
pr10400_80,41,Alderslyst
pr10400_80,52,Nazareth
pr10401_80,7,Israel
pr10401_80,8,Romerriget
pr10401_80,9,Romerriget
pr10401_80,11,Erfurt
pr10401_80,15,Erfurt
pr10401_80,16,Tyskland
pr10401_80,19,luthersk
pr10401_80,42,Frelser
pr10402_80,0,Jerusalem
pr10402_80,8,Jerusalem
pr10402_80,12,Jerusalem
pr10402_80,16,Israel
pr10402_80,21,"Hitlers, Tyskland"
pr10402_80,31,Jerusalem
pr10402_80,33,Jerusalem
pr10402_80,37,Israel
pr10402_80,48,Israel
pr10403_80,0,svejtsiske
pr10404_80,1,Israel
pr10404_80,2,Jerusalem
pr10404_80,10,Alderslyst
pr10404_80,12,Jerusalem
pr10404_80,13,Israel
pr10404_80,14,Jerusalem
pr10404_80,16,Israel
pr10404_80,19,Israel
pr10404_80,21,Israel
pr10406_80,40,lutherske
pr10407_80,4,Egypten
pr10407_80,4,Bethlehem
pr10407_80,14,Wien
pr10407_80,14,Nazityskland
pr10407_80,14,Østrig
pr10407_80,17,USA
pr10407_80,29,Betlehem
pr10407_80,37,Syrien
pr10407_80,37,Sydsudan
pr10407_80,37,Myanmar
pr10407_80,44,Egypten
pr10407_80,47,Syrien
pr10408_80,12,Jerusalem
pr10408_80,16,Jerusalem
pr10408_80,24,Rusland
pr10408_80,24,Tyskland
pr10411_80,2,søgefeltet
pr10411_80,4,provins
pr10411_80,11,Galilæa
pr10411_80,25,Nazareth
pr10411_80,39,danske
pr10411_80,43,lutherske
pr10411_80,44,Danmark
pr10411_80,44,luthersk
pr10411_80,50,Danmark
pr10412_80,0,britiske
pr10412_80,1,britisk
pr10412_80,58,Israel
pr10412_80,58,britisk
pr10413_80,4,poppen
pr10413_80,6,Jerusalem
pr10413_80,11,Danmark
pr10413_80,48,Herning
pr10414_80,5,dannebrog
pr10414_80,5,estiske
pr10414_80,8,romertiden
pr10414_80,12,Jerusalem
pr10415_80,3,Danmark
pr10415_80,9,Rostock
pr10415_80,10,Øresund
pr10415_80,10,Sverige
pr10415_80,28,Rige
pr10415_80,52,Auschwitz
pr10415_80,58,SS
pr10416_80,24,Danmark
pr10416_80,38,Danmark
pr10418_80,4,Romerriget
pr10418_80,5,Romerriget
pr10418_80,24,græsk
pr10418_80,25,persisk
pr10418_80,37,Tyskland
pr10418_80,38,Genevesøen
pr10418_80,38,Genevesøen
pr10418_80,38,Geneve
pr10420_80,28,Danmark
pr10420_80,31,Danmark
pr10420_80,32,Jordan
pr10420_80,32,Libanon
pr10420_80,32,Tyrkiet
pr10420_80,32,Italien
pr10420_80,40,Fyn
pr10421_80,36,Danmark
pr10425_80,10,Tyrkiet
pr10425_80,12,tyrkiske
pr10425_80,19,Danmark
pr10425_80,30,Orienten
pr10427_80,2,mellemøsten
pr10427_80,37,Mellemøsten
pr10427_80,37,Ans
pr10427_80,37,Frederiks
pr10428_80,1,Haslev
pr10428_80,1,Sjælland
pr10428_80,5,Jerusalem
pr10428_80,8,Ikast
pr10428_80,9,Jerusalem
pr10428_80,10,Israel
pr10428_80,17,Jerusalem
pr10428_80,23,Jerusalem
pr10428_80,24,Jerusalem
pr10428_80,27,Frelser
pr10428_80,34,Hedeagerkirken
pr10428_80,42,Præstekjolen
pr10428_80,49,Mars
pr10429_80,11,"San, Sebastian"
pr10429_80,11,Spanien
pr10429_80,12,"Det, Caribiske, Hav"
pr10429_80,12,Indien
pr10429_80,12,Indien
pr10429_80,13,Indien
pr10429_80,51,Torino
pr10429_80,59,Hedeagerkirken
pr10430_80,68,Herning
pr10431_80,0,Herning
pr10431_80,1,Herning
pr10431_80,2,byrådssalen
pr10431_80,7,Herning
pr10431_80,8,Herning
pr10431_80,8,Jerusalem
pr10431_80,13,Israel
pr10431_80,13,Israel
pr10431_80,14,Egypten
pr10431_80,15,Israel
pr10431_80,16,Israel
pr10431_80,16,Jerusalem
pr10431_80,16,Betlehem
pr10431_80,41,Herning
pr10431_80,44,Jerusalem
pr10431_80,45,Frelser
pr10432_80,4,København
pr10432_80,48,Danmark
pr10432_80,49,København
pr10432_80,54,Norge
pr10433_80,1,Jerusalem
pr10433_80,5,København
pr10433_80,7,London
pr10433_80,9,København
pr10433_80,10,London
pr10433_80,19,Emmaus
pr10434_80,7,Silkeborg
pr10434_80,9,”
pr10436_80,2,mellemøsten
pr10436_80,37,Mellemøsten
pr10436_80,37,Herning
pr10438_80,21,Afghanistan
pr10438_80,25,Afghanistan
pr10439_80,1,Danmark
pr10440_80,3,Danmark
pr10440_80,9,Rostock
pr10440_80,10,Øresund
pr10440_80,10,Sverige
pr10440_80,29,Rige
pr10440_80,53,Auschwitz
pr10440_80,59,SS
pr10441_80,0,Rødby
pr10441_80,1,Sverige
pr10441_80,1,Malmø
pr10441_80,40,Tyskland
pr10441_80,42,Tyskland
pr10441_80,42,Europa
pr10442_80,9,Herning
pr10443_80,24,Nazareth
pr10443_80,25,Nazaret
pr10443_80,26,Nazareth
pr10443_80,33,tysk
pr10443_80,33,jødisk
pr10443_80,33,Italien
pr10443_80,40,Nazareth
pr10443_80,40,Israel
pr10443_80,41,romere
pr10443_80,53,Nazareth
pr10444_80,18,Mellemøsten
pr10445_80,13,jødisk
pr10446_80,7,Israel
pr10446_80,8,Romerriget
pr10446_80,9,Romerriget
pr10446_80,11,Erfurt
pr10446_80,15,Erfurt
pr10446_80,16,Tyskland
pr10446_80,19,luthersk
pr10446_80,42,Frelser
pr10447_80,6,England
pr10447_80,6,Tyskland
pr10447_80,7,Storbritannien
pr10447_80,8,England
pr10447_80,8,Nazityskland
pr10447_80,9,England
pr10447_80,9,Nazityskland
pr10447_80,21,britiske
pr10448_80,0,svejtsiske
pr10449_80,8,luthersk
pr10449_80,8,Rom
pr10449_80,9,poppen
pr10449_80,21,Jerusalem
pr10449_80,22,Jerusalem
pr10449_80,32,Jerusalem
pr10450_80,9,svejtsiske
pr10450_80,10,Norge
pr10450_80,10,Oslo
pr10450_80,17,romerske
pr10450_80,45,trinitatis
pr10451_80,47,Damaskus
pr10451_80,48,Damaskus
pr10452_80,22,kameluld
pr10452_80,32,Danmark
pr10453_80,5,tysk
pr10453_80,6,franske
pr10453_80,7,Syrien
pr10453_80,25,fransk
pr10453_80,35,Syrien
pr10453_80,47,Syrien
pr10454_80,0,USA
pr10454_80,9,Sydamerika
pr10454_80,19,Berlin
pr10454_80,19,DDR
pr10454_80,24,DDR
pr10454_80,42,Berlin
pr10455_80,2,dansk
pr10455_80,25,Egypten
pr10455_80,33,Egypten
pr10456_80,0,Calcutta
pr10456_80,1,Calcutta
pr10456_80,6,Rige
pr10456_80,9,Rom
pr10456_80,14,Rom
pr10456_80,27,Afrika
pr10458_80,2,Zane
pr10458_80,11,Danmark
pr10458_80,33,Syrien
pr10458_80,35,Syrien
pr10458_80,36,græsk
pr10458_80,36,Syrien
pr10458_80,41,Betlehem
pr10458_80,42,Israel
pr10458_80,43,Israel
pr10458_80,54,Syrien
pr10458_80,54,græsk
pr10458_80,61,Syrien
pr10459_80,2,Rom
pr10459_80,11,Rom
pr10459_80,15,Rom
pr10460_80,0,"Skanderborg, Kommune"
pr10460_80,1,"Skanderborg, Kommune"
pr10460_80,1,Silkeborg
pr10460_80,2,"Skanderborg, Kommune"
pr10460_80,2,Himmelbjerget
pr10460_80,4,Skanderborg
pr10460_80,7,Skanderborg
pr10460_80,8,Silkeborg
pr10460_80,10,Skanderborg
pr10460_80,11,Silkeborg
pr10460_80,17,Skanderborg
pr10460_80,18,nabosognet
pr10460_80,20,Nazareth
pr10460_80,23,Nazaret
pr10460_80,26,Skanderborg
pr10460_80,33,Nazaret
pr10460_80,45,Nazareth
pr10460_80,46,Skanderborg
pr10460_80,47,Silkeborg
pr10460_80,55,Betlehem
pr10460_80,57,Egypten
pr10460_80,66,Skanderborg
pr10461_80,19,Europa
pr10461_80,22,protestantiske
pr10461_80,23,Europa
pr10461_80,23,Danmark
pr10461_80,32,Europa
pr10461_80,40,Egypten
pr10461_80,50,Betlehem
pr10462_80,13,Tenerife
pr10463_80,27,Rom
pr10463_80,32,romersk
pr10463_80,43,Frankrig
pr10463_80,44,franske
pr10465_80,21,Betlehem
pr10465_80,29,Betlehem
pr10465_80,33,igår
pr10465_80,48,Egypten
pr10466_80,0,Bethlehem
pr10466_80,1,Bethlehem
pr10466_80,1,Bethlehem
pr10466_80,5,Betlehem
pr10466_80,21,Bethlehem
pr10466_80,26,Egypten
pr10466_80,27,Betlehem
pr10466_80,27,Egypten
pr10466_80,27,Jerusalem
pr10466_80,28,Betlehem
pr10467_80,0,Århus
pr10467_80,49,Aarhus
pr10467_80,50,Århus
pr10467_80,54,fransk
pr10468_80,12,Israel
pr10468_80,26,Israel
pr10468_80,29,Israel
pr10468_80,54,frihalse
pr10468_80,55,Israel
pr10468_80,56,Rusland
pr10469_80,2,Herning
pr10469_80,3,Dømmerne
pr10469_80,4,Herning
pr10469_80,14,Geneve
pr10469_80,16,Geneve
pr10469_80,17,jødisk
pr10469_80,17,Jerusalem
pr10469_80,21,Herning
pr10469_80,25,Geneve
pr10469_80,25,Herning
pr10469_80,56,Herning
pr10469_80,63,svejtsiske
pr10470_80,0,Aleppo
pr10470_80,15,Aleppo
pr10470_80,15,Danmark
pr10473_80,1,nazityskland
pr10473_80,1,Sovjetunionen
pr10473_80,5,Berlin
pr10473_80,13,Irak
pr10473_80,19,Israel
pr10473_80,20,Israel
pr10473_80,25,Israel
pr10473_80,31,Israel
pr10473_80,31,romerske
pr10473_80,52,Holocaust
pr10473_80,52,Irak
pr10475_80,9,Jerusalem
pr10475_80,40,"New, York"
pr10475_80,40,USA
pr10475_80,40,Silkeborg
pr10476_80,8,hjorten
pr10477_80,44,Betlehem
pr10477_80,44,Jerusalem
pr10478_80,0,Danmark
pr10478_80,1,Afrika
pr10478_80,2,Vestafrika
pr10478_80,3,"De, Vestindiske, Øer"
pr10478_80,7,"De, Vestindiske, Øer"
pr10478_80,9,Danmark
pr10478_80,9,Vestafrika
pr10478_80,9,Caribien
pr10478_80,10,København
pr10478_80,14,Danmark
pr10478_80,16,Danmark
pr10478_80,16,USA
pr10478_80,17,Rusland
pr10478_80,18,Tsar
pr10478_80,21,russiske
pr10478_80,26,"De, Vestindiske, Øer"
pr10478_80,30,Danmark
pr10478_80,32,Danmark
pr10478_80,48,Danmark
pr10479_80,1,Sjælland
pr10479_80,10,Danmark
pr10479_80,26,Danmark
pr10480_80,3,Århus
pr10480_80,11,Aarhus
pr10480_80,11,Silkeborgvej
pr10480_80,31,Jerusalem
pr10480_80,33,Jerusalem
pr10480_80,43,Århus
pr10480_80,58,Århus
pr10481_80,29,Herning
pr10481_80,31,dansk
pr10482_80,15,Møllevangskirken
pr10482_80,17,Danmark
pr10482_80,47,Folkekirken
pr10483_80,0,Silkeborg
pr10483_80,11,Rige
pr10484_80,3,Julegaverne
pr10485_80,12,Grækenland
pr10485_80,15,USA
pr10485_80,26,græske
pr10485_80,27,romerske
pr10485_80,41,Betlehem
pr10486_80,30,Europa
pr10486_80,32,Middelalderen
pr10486_80,32,Afrika
pr10486_80,51,Silkeborg
pr10487_4,55,Vanløse
pr10487_4,55,minikonfirmander
pr10489_6,2,Jerusalem
pr10489_6,3,Jerusalem
pr10489_6,4,Paradis
pr10490_6,0,Trinitatis
pr10490_6,11,Syrien
pr10490_6,11,Kappadokien
pr10490_6,11,Tyrkiet
pr10490_6,41,romersk
pr10490_6,46,Kappadokien
pr10490_6,46,Tyrkiet
pr10490_6,46,Nikæa
pr10490_6,46,Konstantinopel
pr10491_6,0,trinitatis
pr10491_6,41,Nazaret
pr10491_6,55,ning
pr10491_6,73,hampen
pr10492_6,0,Trinitatis
pr10492_6,15,Syrien
pr10492_6,16,Romerriget
pr10492_6,26,Syrien
pr10492_6,27,Romerriget
pr10493_7,28,russiske
pr10493_7,40,Italien
pr10496_9,2,Jylland
pr10496_9,9,Jylland
pr10499_10,16,Holstebro
pr10499_10,18,Holstebro
pr10499_10,23,Jerusalem
pr10499_10,35,Jerusalem
pr10499_10,64,Jerusalem
pr10500_10,2,Danmark
pr10500_10,20,baghuset
pr10501_10,3,Sverige
pr10501_10,31,Israel
pr10503_11,4,Jerusalem
pr10503_11,6,Jerusalem
pr10504_13,17,Århus
pr10505_13,5,Samaritaneren
pr10505_13,31,Rige
pr10506_14,3,trinitatis
pr10506_14,54,Danmark
pr10508_16,18,Kastrup
pr10509_16,0,Skotland
pr10509_16,2,Edinburgh
pr10511_19,13,Indien
pr10512_22,3,Gredstedbro
pr10512_22,8,slud
pr10512_22,16,Gredstedbro
pr10512_22,34,Hunderup
pr10512_22,36,Gredstedbro
pr10512_22,38,Hunderup
pr10512_22,38,Gredstedbro
pr10513_22,53,manna
pr10514_22,30,mulden
pr10515_23,32,Emmaus
pr10515_23,44,Emmaus
pr10516_23,9,Jerusalem
pr10516_23,67,Grevindeskoven
pr10520_17,0,"Damaskus, –"
pr10520_17,0,Damaskus
pr10520_17,2,Danmark
pr10520_17,2,Afrika
pr10520_17,2,Danmark
pr10521_17,33,Danmark
pr10521_17,47,Kyrene
pr10521_17,86,romersk
pr10522_17,0,kroatiske
pr10522_17,1,Bosnien
pr10522_17,1,Kroatien
pr10522_17,1,Serbien
pr10522_17,2,kroatiske
pr10522_17,31,Bosnien
pr10523_17,8,Skt
pr10523_17,15,Skt
pr10523_17,53,Polen
pr10527_17,104,Jerusalem
pr10527_17,115,Jerusalem
pr10528_17,13,–
pr10529_18,39,Pinsekirken
pr10530_18,10,tyske
pr10530_18,23,Mellemøsten
pr10532_25,13,USA
pr10534_31,2,Danmark
pr10535_31,22,svenske
pr10536_31,55,Hr
pr10536_31,61,Hr
pr10537_33,4,Mekka
pr10537_33,5,Mekka
pr10537_33,6,Hajj
pr10537_33,6,Mekka
pr10537_33,7,Islam
pr10537_33,8,Mekka
pr10537_33,9,Mekka
pr10537_33,12,Egypten
pr10537_33,12,Jerusalem
pr10537_33,12,Egypten
pr10537_33,13,Jerusalem
pr10537_33,14,Galilæa
pr10537_33,14,Jordan
pr10537_33,14,Jeriko
pr10537_33,14,Jerusalem
pr10537_33,23,Jerusalem
pr10537_33,36,Arken
pr10537_33,51,Jerusalem
pr10538_33,44,"New, York"
pr10538_33,75,Jerusalem
pr10538_33,103,romerske
pr10538_33,106,romerske
pr10538_33,115,Tyrkiet
pr10539_33,20,Egypten
pr10539_33,22,Egypten
pr10540_33,41,Jerusalem
pr10540_33,49,Israel
pr10540_33,53,Israel
pr10540_33,56,Jerusalem
pr10540_33,91,Israel
pr10541_33,3,Jerusalem
pr10541_33,3,Danmark
pr10541_33,6,Ariel
pr10541_33,14,Nazareth
pr10541_33,15,italienske
pr10541_33,27,Syrien
pr10541_33,27,Jordan
pr10541_33,36,Jerusalem
pr10542_33,75,Beder
pr10545_34,31,Egypten
pr10550_34,4,Egypten
pr10551_34,10,Jerusalem
pr10551_34,24,Jerusalem
pr10557_34,8,Israel
pr10558_34,1,Farum
pr10558_34,41,Danmark
pr10558_34,42,gymnasierne
pr10558_34,55,Betlehem
pr10560_34,0,"San, Francisco"
pr10560_34,5,knastør
pr10560_34,78,Franciscos
pr10561_34,1,konfirmationsforberedelse
pr10561_34,26,Århus
pr10562_34,1,franske
pr10562_34,1,England
pr10562_34,9,Nazareth
pr10562_34,31,engelske
pr10562_34,35,engelsk
pr10576_36,49,SER
pr10577_36,59,SER
pr10578_36,47,Danmark
pr10578_36,50,Afrika
pr10578_36,50,Syrien
pr10578_36,63,"Bede, Ham"
pr10579_36,41,Danmark
pr10581_36,47,Danmark
pr10582_36,7,Lolland
pr10582_36,8,Sjælland
pr10582_36,9,Vestjylland
pr10582_36,11,Vedersø
pr10582_36,16,Danmark
pr10585_37,40,Galilæa
pr10586_37,16,Domkirken
pr10587_37,6,Odense
pr10588_37,48,Jerusalem
pr10588_37,56,Jerusalem
pr10589_37,0,Jerusalem
pr10589_37,1,Jerusalem
pr10589_37,3,Jerusalem
pr10589_37,4,Jerusalem
pr10589_37,5,Jerusalem
pr10589_37,6,Jerusalem
pr10589_37,7,Jerusalem
pr10589_37,10,Babylon
pr10589_37,12,Jerusalem
pr10589_37,13,Zion
pr10589_37,13,Jerusalem
pr10589_37,13,Zion
pr10589_37,13,Jerusalem
pr10589_37,15,Det
pr10589_37,16,Jerusalem
pr10589_37,20,Jerusalem
pr10589_37,21,Jerusalem
pr10589_37,24,Jerusalem
pr10589_37,25,Jerusalem
pr10589_37,28,Gammel
pr10589_37,31,Jerusalem
pr10589_37,34,Jerusalem
pr10589_37,36,Jerusalem
pr10589_37,39,Betlehem
pr10590_37,12,Danmark
pr10590_37,13,Danmark
pr10591_37,5,Bogense
pr10591_37,5,Klinte
pr10592_37,7,Bogense
pr10592_37,7,Klinte
pr10593_37,7,Henne
pr10593_37,14,Middelalderen
pr10593_37,14,Renæssancen
pr10593_37,32,Rige
pr10593_37,106,nik
pr10593_37,108,manna
pr10594_37,0,Bogense
pr10594_37,23,Emmaus
pr10595_37,51,”
pr10596_37,31,København
pr10598_37,4,Betlehem
pr10598_37,4,Jerusalem
pr10599_37,46,Ribe
pr10599_37,46,Ribe
pr10600_37,12,Afrika
pr10600_37,20,Jerusalem
pr10600_37,22,Israel
pr10600_37,22,løvhyttefesten
pr10600_37,56,"Sl, 139,11f"
pr10601_37,8,dansk
pr10601_37,10,England
pr10601_37,12,Sommermorgenen
pr10601_37,34,Jerusalem
pr10601_37,44,Danmark
pr10602_37,9,dansk
pr10602_37,16,tysk
pr10602_37,17,tysk
pr10602_37,19,Frankrig
pr10602_37,20,Paris
pr10602_37,23,Tyskland
pr10602_37,24,Danmark
pr10602_37,25,Paris
pr10602_37,27,København
pr10604_38,2,Vejle
pr10604_38,3,Vejle
pr10604_38,54,Vejle
pr10604_38,56,Vejle
pr10606_38,40,Testamente
pr10607_38,9,flaskeland
pr10607_38,66,Thailand
pr10607_38,78,Løgstrup
pr10608_39,9,Korsbæk
pr10608_39,15,Korsbæk
pr10608_39,23,Varnæs
pr10608_39,23,Skjern
pr10612_39,14,Barbados
pr10613_39,40,Betlehem
pr10613_39,41,Betlehem
pr10616_40,14,Korinth
pr10617_40,1,Holbæk
pr10617_40,1,Slagelse
pr10617_40,4,Danmark
pr10618_40,1,Jerusalem
pr10618_40,21,Barnet
pr10618_40,26,Barnet
pr10618_40,39,Barnet
pr10618_40,40,Barnet
pr10618_40,45,gammeltestamentlig
pr10619_40,1,katolske
pr10619_40,2,Jerusalem
pr10619_40,13,Israel
pr10619_40,17,Ham
pr10619_40,21,Danmark
pr10620_40,12,"romerske, overherredømme"
pr10621_40,1,Danmark
pr10621_40,1,Danmark
pr10621_40,1,"Nazi, -, tyskland"
pr10621_40,4,Jerusalem
pr10621_40,4,Egypten
pr10621_40,16,kasted
pr10622_40,1,Falklandsøerne
pr10622_40,1,Argentina
pr10622_40,1,Irland
pr10622_40,8,Nazareth
pr10622_40,12,Danmark
pr10622_40,15,Rom
pr10622_40,23,Danmark
pr10623_40,0,Bregninge
pr10623_40,0,–
pr10626_40,17,"Prins, Paris"
pr10627_40,4,Jerusalem
pr10628_40,0,Vietnam
pr10628_40,0,Europa
pr10628_40,0,Berlin
pr10628_40,10,Aleppo
pr10628_40,10,Berlin
pr10629_40,2,Jerusalem
pr10629_40,14,lutherske
pr10631_41,0,København
pr10631_41,11,Paris
pr10631_41,22,Jerusalem
pr10631_41,23,Nazareth
pr10631_41,39,Nazareth
pr10631_41,39,Nazareth
pr10631_41,49,Betlehem
pr10632_41,17,Danmark
pr10632_41,25,Danmark
pr10633_41,1,romerske
pr10633_41,13,Kapernaum
pr10633_41,14,romersk
pr10633_41,21,Fyn
pr10633_41,26,romersk
pr10633_41,41,Israel
pr10633_41,93,romerske
pr10634_41,7,Irak
pr10634_41,7,Syrien
pr10634_41,25,Beder
pr10634_41,46,tibetansk
pr10635_41,10,Cambodia
pr10635_41,23,Israel
pr10635_41,29,Israel
pr10636_41,6,Danmark
pr10637_41,39,italiensk
pr10638_41,19,Kirgisistan
pr10638_41,22,Liseleje
pr10638_41,67,Århus
pr10638_41,67,norsk
pr10640_42,47,"Nord, -, Spanien"
pr10640_42,82,Jerusalem
pr10641_42,12,Jordan
pr10642_42,46,romerske
pr10644_42,29,Israel
pr10644_42,32,Etiopien
pr10644_42,41,Gethsemane
pr10644_42,43,Libanon
pr10644_42,48,Libanon
pr10644_42,48,Syrien
pr10644_42,48,Palæstina
pr10644_42,48,Jordan
pr10644_42,68,Letland
pr10646_42,2,Bording
pr10646_42,2,Bording
pr10646_42,28,Bording
pr10647_42,50,Norge
pr10650_42,64,Jeriko
pr10650_42,64,Jeriko
pr10650_42,68,Jeriko
pr10651_42,82,krybben
pr10655_47,1,Adventstiden
pr10656_50,9,Edinburgh
pr10656_50,17,Libyen
pr10656_50,18,Sovjetunionen
pr10656_50,19,Nordkorea
pr10656_50,19,"Saudi, -, Arabien"
pr10656_50,23,Israel
pr10656_50,39,Danmark
pr10656_50,61,Israel
pr10656_50,63,Jerusalem
pr10656_50,64,Babylon
pr10656_50,65,Perserriget
pr10656_50,65,Israel
pr10656_50,65,persisk
pr10656_50,65,græsk
pr10656_50,69,Jerusalem
pr10656_50,78,Grækenland
pr10661_50,16,jødiske
pr10661_50,16,romerske
pr10662_50,8,Husum
pr10662_50,9,Danmark
pr10662_50,13,Mellemøsten
pr10662_50,16,Mellemøsten
pr10663_50,2,København
pr10663_50,4,Jerusalem
pr10663_50,4,Israel
pr10663_50,5,Jerusalem
pr10664_50,17,Galilæa
pr10665_50,10,Jeriko
pr10665_50,17,romerske
pr10665_50,20,Danmark
pr10665_50,20,Mellemøsten
pr10666_50,9,Israel
pr10669_50,27,Betlehem
pr10672_50,8,Danmark
pr10674_50,19,Afrika
pr10675_50,9,Ungdomstiden
pr10676_50,7,Nigeria
pr10676_50,7,Nordkorea
pr10676_50,11,Paradis
pr10676_50,16,Danmark
pr10676_50,21,Paradis
pr10677_50,21,Mellemøsten
pr10679_50,3,romerske
pr10679_50,4,Jerusalem
pr10680_50,6,Jerusalem
pr10680_50,7,Jerusalem
pr10680_50,9,romerske
pr10680_50,14,Jerusalem
pr10680_50,14,Middelhavsområdet
pr10683_50,16,jødiske
pr10683_50,16,romerske
pr10684_50,1,Indien
pr10688_50,1,Danmark
pr10691_50,0,Danmark
pr10692_50,8,Rusland
pr10693_50,2,Jerusalem
pr10693_50,7,Jerusalem
pr10695_50,0,Brønshøj
pr10697_50,0,Østrig
pr10697_50,3,Danmark
pr10697_50,5,Danmark
pr10697_50,5,Østrig
pr10700_50,8,England
