fname,sentence,I-LOC
pr8168_65,71,amerikanske
pr8172_65,7,tysk
pr8172_65,10,Europa
pr8172_65,10,Tyskland
pr8172_65,17,Pakistan
pr8172_65,34,Bethlehem
pr8173_65,8,græsk
pr8173_65,59,Østen
pr8173_65,62,Betlehem
pr8173_65,62,Østen
pr8173_65,81,Kana
pr8174_65,13,Lignelsen
pr8175_65,0,Afrika
pr8175_65,1,Afrika
pr8175_65,4,Afrika
pr8175_65,33,Rige
pr8175_65,38,Rom
pr8175_65,44,Rige
pr8175_65,84,Timotheus
pr8176_65,1,Jerusalem
pr8176_65,2,Jeriko
pr8176_65,14,Jerusalem
pr8176_65,25,Jerusalem
pr8176_65,28,Jeriko
pr8176_65,30,Nazaret
pr8176_65,48,Jeriko
pr8176_65,61,Jerusalem
pr8177_65,5,"Mozambique, –"
pr8177_65,6,Mozambique
pr8177_65,6,Mozambique
pr8177_65,9,Mozambique
pr8177_65,23,Mozambique
pr8178_65,0,Afrika
pr8178_65,0,Afrika
pr8178_65,0,Tanzania
pr8178_65,12,Tanzania
pr8178_65,17,Tanzania
pr8178_65,122,Afrika
pr8181_65,2,Sønderjylland
pr8181_65,4,Danmark
pr8181_65,9,Syrien
pr8181_65,11,Syrien
pr8181_65,14,Danmark
pr8181_65,57,Holocaust
pr8181_65,57,Mellemøsten
pr8181_65,57,Vestafrika
pr8181_65,73,Rom
pr8182_65,45,Tyrstrup
pr8182_65,58,Rom
pr8182_65,58,Rom
pr8183_65,16,Jerusalem
pr8184_65,3,Bjergstrækningen
pr8186_65,41,luthersk
pr8187_65,0,Danmark
pr8187_65,13,Danmark
pr8188_65,0,England
pr8188_65,2,Esbjerg
pr8188_65,2,Harwich
pr8188_65,21,England
pr8188_65,70,England
pr8188_65,71,Polen
pr8188_65,71,Polen
pr8188_65,71,England
pr8188_65,84,polsk
pr8189_65,0,Christiansfeld
pr8189_65,3,Galilæa
pr8190_65,74,Bethesda
pr8191_65,76,Bethesda
pr8192_65,36,Bethania
pr8192_65,36,Jerusalem
pr8192_65,38,Jerusalem
pr8192_65,53,Amerika
pr8193_65,54,vingården
pr8194_65,1,Jerusalem
pr8194_65,5,Jerusalem
pr8194_65,7,Jerusalem
pr8194_65,9,Jerusalem
pr8194_65,9,Jerusalem
pr8194_65,12,Jerusalem
pr8194_65,21,Jerusalem
pr8194_65,25,Jerusalem
pr8194_65,91,Jerusalem
pr8195_66,11,jødisk
pr8196_66,3,København
pr8196_66,4,Mariakirken
pr8196_66,4,Mariatjenesten
pr8196_66,57,Paradis
pr8198_66,46,Dødsriget
pr8199_66,22,Nazaret
pr8199_66,25,Jerusalem
pr8199_66,32,Israel
pr8199_66,33,Israel
pr8199_66,34,Jerusalem
pr8201_66,55,ødemarken
pr8203_66,5,Sverige
pr8203_66,6,Lönneberg
pr8203_66,6,Småland
pr8203_66,26,Småland
pr8203_66,35,sommeraftenen
pr8204_66,8,Københavns
pr8204_66,26,Norge
pr8205_66,0,Zakæus
pr8205_66,2,Israel
pr8205_66,25,engelsk
pr8205_66,27,Narnia
pr8206_66,15,Tuse
pr8206_66,20,Tuse
pr8207_66,15,Jerusalem
pr8207_66,16,Israel
pr8207_66,18,Jerusalem
pr8207_66,24,Jerusalem
pr8208_66,7,luthersk
pr8208_66,56,Nazaret
pr8209_66,12,Nineve
pr8209_66,21,Nineve
pr8209_66,26,Nineve
pr8209_66,31,Nineve
pr8209_66,36,Nineve
pr8210_66,59,Getsemane
pr8211_66,64,forgængelighed
pr8213_66,10,Caribien
pr8214_66,4,Israel
pr8214_66,20,Sverige
pr8215_66,24,Helbredelsen
pr8217_66,6,Holbæk
pr8218_66,71,Galilæa
pr8221_66,37,dansk
pr8223_66,5,Europa
pr8223_66,33,Israel
pr8223_66,58,Jerusalem
pr8224_66,54,Jerusalem
pr8224_66,57,Jerusalem
pr8224_66,61,Jerusalem
pr8225_66,34,Israel
pr8227_66,8,Jerusalem
pr8228_66,36,Lucca
pr8228_66,45,Lucca
pr8228_66,46,Nazaret
pr8229_66,43,engelske
pr8230_66,9,Trinitatis
pr8230_66,30,Egypten
pr8234_66,12,Hov
pr8235_66,19,australsk
pr8236_66,20,Nazarets
pr8236_66,34,Israel
pr8236_66,37,Nazarets
pr8236_66,54,Nazaret
pr8237_66,33,dansk
pr8237_66,33,Løgstrup
pr8239_66,7,Galilæa
pr8242_66,14,ødemarken
pr8243_66,40,Betlehem
pr8244_66,8,Israel
pr8244_66,26,Jerusalem
pr8245_66,18,"Nørre, Jernløse"
pr8246_66,60,Zion
pr8247_66,21,Efesos
pr8250_66,12,Ribe
pr8254_66,1,Jerusalem
pr8254_66,6,Jerusalem
pr8254_66,7,Jerusalem
pr8254_66,10,Jerusalem
pr8254_66,12,Israel
pr8254_66,14,Jerusalem
pr8255_66,8,Europa
pr8255_66,10,Afrika
pr8255_66,10,Middelhavet
pr8255_66,13,Afrika
pr8255_66,13,Europa
pr8255_66,23,Middelhavet
pr8255_66,24,Italien
pr8255_66,60,Næstekærlighedsbuddet
pr8257_66,20,Israel
pr8257_66,20,Israel
pr8257_66,25,Israel
pr8257_66,37,Sverige
pr8259_66,4,Det
pr8259_66,17,Egypten
pr8259_66,21,Italien
pr8260_66,24,Helbredelsen
pr8261_66,3,Danmark
pr8261_66,5,Allehelgen
pr8261_66,35,dansk
pr8262_66,2,"Tveje, Merløse"
pr8264_66,45,Jerusalem
pr8265_66,12,Hyrden
pr8266_66,1,Egypten
pr8266_66,1,Betlehem
pr8266_66,5,Egypten
pr8266_66,10,Betlehem
pr8266_66,11,Israel
pr8266_66,11,Egypten
pr8266_66,12,Israel
pr8267_66,6,Brasilien
pr8267_66,23,Jerusalem
pr8267_66,45,Jerusalem
pr8268_66,32,Jerusalem
pr8269_66,1,Påske
pr8269_66,32,Jerusalem
pr8272_66,62,Tiberias
pr8272_66,62,Galilæa
pr8273_66,41,Jerusalem
pr8273_66,44,Jerusalem
pr8273_66,48,Jerusalem
pr8274_66,48,Galilæa
pr8274_66,61,Galilæa
pr8275_66,19,Paradis
pr8275_66,33,Betlehem
pr8275_66,35,Påske
pr8278_66,31,Mellemøsten
pr8280_66,29,Israel
pr8281_66,0,Trinitatis
pr8281_66,1,"Odense, Kommune"
pr8281_66,8,Trinitatis
pr8281_66,17,Paradis
pr8281_66,21,Paradis
pr8281_66,25,Paradis
pr8281_66,29,Skt
pr8281_66,33,Skt
pr8281_66,41,Skt
pr8281_66,43,Skt
pr8281_66,45,Paradis
pr8281_66,46,Skt
pr8281_66,49,Skt
pr8281_66,57,Skt
pr8281_66,58,Paradis
pr8281_66,60,Skt
pr8281_66,69,Skt
pr8282_66,20,Sdr
pr8282_66,21,Jernløse
pr8283_66,20,Lærkerne
pr8283_66,50,Underet
pr8285_66,45,dansk
pr8286_66,45,Danmark
pr8287_66,63,Betlehem
pr8288_66,18,ødemarken
pr8289_66,52,Israel
pr8290_66,34,Adventstiden
pr8291_66,23,Israel
pr8291_66,65,Egypten
pr8292_66,43,Jerusalem
pr8295_66,0,Påske
pr8295_66,8,Jerusalem
pr8295_66,29,Getsemane
pr8296_66,39,Jerusalem
pr8296_66,46,Jerusalem
pr8297_66,21,australsk
pr8298_66,38,Galilæa
pr8299_66,0,Skt
pr8300_66,35,Tyskland
pr8301_66,0,Hellig
pr8302_67,5,Jerusalem
pr8302_67,9,Jerusalem
pr8303_67,19,Ægypten
pr8303_67,40,oldkirken
pr8303_67,43,oldkirken
pr8303_67,57,oldkirken
pr8303_67,61,dominica
pr8303_67,61,albis
pr8303_67,61,dominica
pr8303_67,61,albis
pr8304_67,42,Testamente
pr8304_67,46,København
pr8305_67,3,Nazareth
pr8305_67,7,Nazareth
pr8305_67,13,Nazareth
pr8305_67,16,Nazareth
pr8306_67,0,Jordan
pr8306_67,29,Østen
pr8306_67,34,amerikanske
pr8307_67,31,"romerske, imperium"
pr8307_67,39,romerske
pr8308_67,14,Trinitatis
pr8309_67,4,Jerusalem
pr8309_67,4,Jerusalem
pr8309_67,6,Jerusalem
pr8309_67,7,Jerusalem
pr8309_67,9,Jerusalem
pr8309_67,18,Israel
pr8310_67,1,dansk
pr8314_67,17,Kana
pr8314_67,54,Kana
pr8314_67,55,Israel
pr8314_67,75,græske
pr8316_67,0,folden
pr8317_67,16,Nazareth
pr8317_67,16,Galilæa
pr8317_67,42,Bethlehem
pr8317_67,46,Babylon
pr8319_67,11,Talsmanden
pr8319_67,23,dansk
pr8319_67,25,Talsmanden
pr8321_67,50,Judæa
pr8321_67,50,Jerusalems
pr8321_67,58,Jerusalem
pr8322_67,5,Beder
pr8323_67,20,Nazareth
pr8326_67,25,Romerriget
pr8326_67,28,Jeriko
pr8326_67,41,Jeriko
pr8326_67,43,Zakæus
pr8328_67,22,"K, ., E, ., Løgstrup"
pr8328_67,58,rosengård
pr8329_67,0,Jerusalem
pr8329_67,4,Jerusalem
pr8329_67,14,Jerusalem
pr8329_67,15,Jerusalem
pr8329_67,16,jødisk
pr8329_67,16,Jerusalem
pr8329_67,16,romerske
pr8329_67,16,romersk
pr8329_67,27,Jerusalem
pr8329_67,28,Jerusalem
pr8329_67,33,Jerusalem
pr8329_67,34,Nazareth
pr8329_67,41,Jerusalem
pr8329_67,47,Jerusalem
pr8329_67,60,Jerusalem
pr8329_67,76,Jerusalem
pr8329_67,81,Jerusalem
pr8329_67,87,Jerusalem
pr8329_67,89,Jerusalem
pr8330_67,5,romersk
pr8330_67,5,Berlin
pr8330_67,6,romersk
pr8330_67,6,Rom
pr8330_67,6,Rom
pr8330_67,7,romerske
pr8330_67,9,romerske
pr8330_67,9,romerske
pr8333_67,30,"K, ., E, ., Løgstrup"
pr8334_67,9,"K, ., E, ., Løgstrup"
pr8335_67,18,–
pr8335_67,19,Nain
pr8337_67,14,Israel
pr8337_67,15,Israel
pr8338_67,45,Genesaret
pr8338_67,46,romersk
pr8338_67,50,Genesaret
pr8339_67,59,Langmodig
pr8340_67,1,Kana
pr8340_67,2,Kana
pr8340_67,31,Kana
pr8340_67,38,Kana
pr8340_67,40,Helbredelsen
pr8341_67,9,romerske
pr8341_67,11,romerske
pr8341_67,14,romerske
pr8341_67,14,romerske
pr8341_67,17,romerske
pr8341_67,23,romerske
pr8341_67,53,romerske
pr8341_67,67,luthersk
pr8342_67,29,sola
pr8342_67,33,luthersk
pr8342_67,34,luthersk
pr8343_67,5,lutherske
pr8343_67,33,Rom
pr8345_67,0,Jordan
pr8345_67,3,Jordan
pr8345_67,9,Jordan
pr8345_67,27,Jordan
pr8346_67,5,Babylon
pr8346_67,7,Eufrat
pr8346_67,7,Babylon
pr8346_67,10,Jupiter
pr8346_67,14,Palæstina
pr8346_67,15,Betlehem
pr8346_67,18,Østen
pr8346_67,23,Milano
pr8346_67,23,Italien
pr8346_67,23,Køln
pr8346_67,23,Tyskland
pr8346_67,23,Domkirken
pr8346_67,23,Køln
pr8346_67,24,Køln
pr8346_67,25,Persien
pr8346_67,43,Ægypten
pr8349_67,27,Bethlehem
pr8349_67,28,Betlehem
pr8349_67,29,Betlehem
pr8349_67,30,Rama
pr8349_67,30,Testamente
pr8349_67,34,Betlehem
pr8349_67,37,Ægypten
pr8349_67,63,Danmark
pr8349_67,72,Danmark
pr8350_67,1,Danmark
pr8351_67,17,Ham
pr8351_67,36,Jerusalem
pr8352_67,1,Danmark
pr8352_67,1,Sverige
pr8352_67,3,Sicilien
pr8352_67,15,Romerriget
pr8352_67,38,Rom
pr8353_67,5,Israel
pr8353_67,7,Israel
pr8353_67,19,Nazareth
pr8353_67,20,Nazaret
pr8353_67,22,Nazareth
pr8353_67,24,Tarm
pr8353_67,25,Tarm
pr8353_67,26,Nazaret
pr8354_67,16,Bellahøj
pr8354_67,17,dansk
pr8354_67,26,Tiberias
pr8354_67,28,Kapernaum
pr8355_67,18,Antiokia
pr8356_67,3,Jerusalem
pr8358_67,1,Jerusalem
pr8358_67,6,romerske
pr8358_67,7,Galilæa
pr8358_67,26,romerske
pr8358_67,55,Galilæa
pr8358_67,63,påskefejringen
pr8358_67,64,Maria
pr8358_67,65,Kana
pr8358_67,69,Jerusalem
pr8359_67,23,Sankt
pr8359_67,53,Jordan
pr8359_67,59,Jordan
pr8359_67,77,Jordan
pr8361_67,74,Testamente
pr8361_67,109,tyske
pr8362_67,1,Cæsarea
pr8363_67,7,oldkirken
pr8364_67,2,Nikodemus
pr8364_67,73,Trinitatis
pr8367_67,83,sola
pr8369_67,11,lutherske
pr8369_67,13,lutherske
pr8369_67,23,Rom
pr8370_67,0,romerske
pr8370_67,14,romerske
pr8371_67,3,Zion
pr8371_67,26,1960erne
pr8371_67,27,Nadverbordet
pr8372_67,7,Ham
pr8372_67,32,Ham
pr8372_67,37,Ham
pr8373_67,8,Tiberias
pr8373_67,48,hellerikke
pr8373_67,50,lutherske
pr8373_67,51,luthersk
pr8373_67,56,lutherske
pr8373_67,58,katolske
pr8373_67,58,lutherske
pr8374_67,17,"K, ., E, ., Løgstrup"
pr8375_67,18,"K, ., E, ., Løgstrup"
pr8376_67,1,Bellahøj
pr8376_67,3,Bellahøj
pr8376_67,12,Jerusalem
pr8376_67,17,Ægypten
pr8376_67,20,Ægypten
pr8376_67,24,"Det, Røde, Hav"
pr8376_67,25,"Røde, Hav"
pr8376_67,48,Nazaret
pr8376_67,49,Nazaret
pr8376_67,57,Jeriko
pr8378_67,25,Jerusalem
pr8378_67,29,læderbæltet
pr8378_67,93,Herodot
pr8379_67,49,Jerusalem
pr8380_67,9,Siloa
pr8381_67,1,Jeriko
pr8381_67,13,Jerusalem
pr8381_67,18,Ægypten
pr8381_67,21,Ægypten
pr8381_67,25,"Det, Røde, Hav"
pr8381_67,26,"Røde, Hav"
pr8381_67,49,Nazaret
pr8381_67,50,Nazaret
pr8382_67,0,Jerusalem
pr8382_67,41,Paris
pr8382_67,45,Paris
pr8382_67,46,Paris
pr8382_67,47,Paris
pr8382_67,54,Paris
pr8382_67,61,Paris
pr8385_67,0,katolske
pr8385_67,1,katolske
pr8385_67,8,katolske
pr8385_67,8,katolske
pr8385_67,9,Rom
pr8385_67,10,katolske
pr8385_67,39,Folkekirken
pr8385_67,50,Jerusalem
pr8386_67,9,Roskilde
pr8386_67,26,Middelhavsområdet
pr8386_67,32,Middelhavsområdet
pr8386_67,47,Middelhavet
pr8386_67,69,hammel
pr8389_67,32,Bethesda
pr8389_67,34,Bethesda
pr8389_67,73,Bethesda
pr8390_67,8,Tiberias
pr8390_67,48,hellerikke
pr8390_67,50,lutherske
pr8390_67,51,luthersk
pr8390_67,56,lutherske
pr8390_67,58,katolske
pr8390_67,58,lutherske
pr8391_67,40,"K, ., E, ., Løgstrup"
pr8391_67,59,hammel
pr8392_67,9,amerikanske
pr8392_67,13,Kina
pr8392_67,56,Jerusalems
pr8392_67,62,Jerusalem
pr8392_67,77,Nazareth
pr8393_67,5,Babylon
pr8393_67,7,Eufrat
pr8393_67,7,Babylon
pr8393_67,10,Jupiter
pr8393_67,14,Palæstina
pr8393_67,15,Betlehem
pr8393_67,17,Østen
pr8393_67,22,Milano
pr8393_67,22,Italien
pr8393_67,22,Køln
pr8393_67,22,Tyskland
pr8393_67,22,Domkirken
pr8393_67,22,Køln
pr8393_67,23,Køln
pr8393_67,24,Persien
pr8393_67,43,Ægypten
pr8395_67,1,Provinserne
pr8395_67,15,Barnet
pr8395_67,22,Betlehem
pr8396_67,1,Danmark
pr8397_67,20,Frelser
pr8397_67,23,Frelser
pr8397_67,36,romerske
pr8398_67,5,Israel
pr8398_67,7,Israel
pr8398_67,19,Nazareth
pr8398_67,20,Nazaret
pr8398_67,22,Nazareth
pr8398_67,24,tyrkisk
pr8398_67,24,Tarm
pr8398_67,25,Tarm
pr8398_67,26,Nazaret
pr8399_67,29,manna
pr8399_67,43,Kapernaum
pr8400_67,1,Bellahøj
pr8400_67,2,Danmark
pr8400_67,3,Norden
pr8400_67,12,Ægypten
pr8400_67,23,Rom
pr8400_67,38,Amiens
pr8400_67,39,Ham
pr8401_67,12,Gamle
pr8402_67,6,Ægypten
pr8402_67,17,Testamente
pr8403_67,73,Rom
pr8403_67,76,retfærdiggørende
pr8403_67,76,sola
pr8404_67,4,Østen
pr8404_67,6,amerikanske
pr8404_67,7,desperationen
pr8405_67,0,Jerusalem
pr8405_67,1,Jerusalem
pr8405_67,55,Løgstrup
pr8406_67,60,Barnet
pr8407_67,9,Utterslev
pr8407_67,16,rosengård
pr8407_67,41,romerske
pr8407_67,70,Galilæa
pr8408_67,9,Utterslev
pr8408_67,16,rosengård
pr8408_67,41,romerske
pr8408_67,70,Galilæa
pr8409_67,1,Jerusalem
pr8409_67,8,Jerusalem
pr8409_67,10,Jerusalem
pr8409_67,27,Jerusalem
pr8409_67,28,Jerusalem
pr8409_67,30,Jerusalem
pr8412_67,0,Jerusalem
pr8412_67,3,Jerusalem
pr8412_67,96,tyske
pr8413_67,0,Københavns
pr8414_67,34,Danmark
pr8414_67,50,Genéve
pr8414_67,62,Kirkenes
pr8414_67,63,katolske
pr8414_67,63,katolske
pr8414_67,63,katolske
pr8414_67,67,Munchen
pr8414_67,67,luthersk
pr8414_67,71,baltiske
pr8414_67,73,PORVOO
pr8415_67,16,Vesterbro
pr8415_67,71,evangeliske
pr8415_67,78,Rom
pr8419_67,20,Galilæa
pr8419_67,23,Kapernaum
pr8419_67,23,Galilæa
pr8419_67,25,Galilæa
pr8419_67,28,Kapernaum
pr8419_67,34,Galilæa
pr8419_67,38,Galilæa
pr8419_67,41,Galilæa
pr8419_67,50,Galilæas
pr8419_67,55,Galilæa
pr8419_67,57,Galilæa
pr8419_67,60,Galilæa
pr8419_67,61,Galilæa
pr8420_67,1,evangeliske
pr8420_67,19,evangelisk
pr8421_67,45,folden
pr8422_67,7,Det
pr8422_67,7,"Det, Røde, Hav"
pr8422_67,16,Korinth
pr8422_67,71,Afrika
pr8422_67,84,Ham
pr8424_67,7,romerske
pr8425_67,31,Templet
pr8425_67,31,Jerusalem
pr8425_67,53,trinitatis
pr8425_67,68,Jerusalem
pr8425_67,73,Israel
pr8425_67,96,Jerusalem
pr8426_67,0,Jerusalem
pr8426_67,72,Ham
pr8426_67,78,Frelser
pr8427_67,21,Korinth
pr8427_67,31,Galilæa
pr8427_67,32,Galilæa
pr8427_67,33,Galilæa
pr8427_67,34,Galilæa
pr8427_67,34,Galilæa
pr8427_67,35,Galilæa
pr8427_67,35,Jerusalem
pr8427_67,36,Galilæa
pr8428_67,1,meningsforskellenes
pr8429_68,2,Sjælland
pr8430_68,13,Jerusalem
pr8430_68,14,Gethsemane
pr8431_68,0,Thisted
pr8431_68,2,Thisted
pr8431_68,4,Hassing
pr8431_68,4,Thisted
pr8432_68,21,Kana
pr8432_68,21,Galilæa
pr8432_68,25,Kana
pr8432_68,25,Galilæa
pr8432_68,34,Kana
pr8432_68,34,Galilæa
pr8432_68,34,"romerske, rige"
pr8433_68,23,dansk
pr8433_68,23,arabisk
pr8433_68,39,Israel
pr8434_68,5,Ægypten
pr8434_68,14,Indien
pr8434_68,15,Irak
pr8434_68,56,Danmark
pr8435_68,64,kerte
pr8436_68,0,Egypten
pr8436_68,0,Det
pr8436_68,0,Testamente
pr8436_68,1,romersk
pr8436_68,15,franske
pr8436_68,22,Rom
pr8436_68,35,romerske
pr8437_68,42,belgisk
pr8438_68,1,Agger
pr8438_68,44,Israel
pr8438_68,65,Israel
pr8439_68,2,Danmark
pr8439_68,24,Testamente
pr8439_68,27,Israel
pr8439_68,30,Israel
pr8439_68,79,Getsemane
pr8440_68,2,Jerusalem
pr8440_68,2,Jeriko
pr8441_68,49,Agger
pr8442_68,4,Bethlehem
pr8442_68,16,Ægypten
pr8442_68,17,Babylon
pr8442_68,20,Bethlehem
pr8442_68,20,Jerusalem
pr8442_68,42,Jerusalem
pr8442_68,68,Jerusalem
pr8442_68,69,Bethlehem
pr8442_68,71,Nazaret
pr8443_68,9,Jerusalem
pr8443_68,14,Jerusalem
pr8443_68,20,Jerusalem
pr8443_68,29,Israel
pr8443_68,53,Bethlehem
pr8444_68,16,julegløgg
pr8445_68,24,julegløgg
pr8445_68,27,Bethlehem
pr8445_68,60,Vestervig
pr8447_68,0,"Santa, Lucia"
pr8447_68,0,"Santa, Lucia"
pr8447_68,19,Betlehem
pr8447_68,25,romerske
pr8447_68,27,Danmark
pr8447_68,32,Jesu
pr8448_68,9,Jerusalem
pr8448_68,10,Jerusalem
pr8448_68,13,Jerusalem
pr8448_68,13,Emmaus
pr8448_68,30,Jerusalem
pr8448_68,75,Jerusalem
pr8448_68,78,Jerusalem
pr8449_68,13,barselsengen
pr8450_68,0,Agger
pr8451_68,28,Oksen
pr8451_68,52,Jordan
pr8452_68,1,Hurup
pr8452_68,9,Israel
pr8452_68,21,romerske
pr8452_68,23,romerske
pr8452_68,27,Bethlehem
pr8452_68,28,romerske
pr8452_68,41,Egypten
pr8452_68,43,Bethlehem
pr8454_68,10,Krik
pr8454_68,10,Tåbel
pr8454_68,10,Agger
pr8454_68,20,Vestervig
pr8454_68,23,Vestervig
pr8454_68,24,Frankrig
pr8454_68,45,Betlehem
pr8454_68,46,Betlehem
pr8454_68,56,Betlehem
pr8454_68,59,Rom
pr8455_68,10,Julenat
pr8455_68,12,oksen
pr8455_68,31,Testamente
pr8455_68,32,Testamente
pr8455_68,33,Betlehem
pr8455_68,35,Jerusalem
pr8455_68,47,krybben
pr8455_68,59,Ham
pr8455_68,66,Frelser
pr8456_68,3,Morsø
pr8456_68,45,Danmark
pr8456_68,62,Danmark
pr8457_68,0,Danmark
pr8457_68,18,Danmark
pr8457_68,40,Betlehem
pr8458_68,1,Jerusalem
pr8458_68,7,Jerusalem
pr8458_68,55,Jerusalem
pr8458_68,62,Jerusalem
pr8458_68,63,Jerusalem
pr8458_68,68,Jerusalem
pr8458_68,77,Jerusalem
pr8459_68,55,Pinseunderet
pr8460_68,62,Frederiksberg
pr8461_68,1,Mors
pr8461_68,2,Mors
pr8461_68,3,Salgerhøj
pr8461_68,3,Flade
pr8461_68,6,Thisted
pr8461_68,6,Thisted
pr8461_68,7,Mors
pr8461_68,7,Danmark
pr8461_68,8,Belgien
pr8461_68,16,Danmark
pr8461_68,17,Salgerhøj
pr8461_68,34,Thisted
pr8461_68,38,Israel
pr8461_68,42,Tabor
pr8461_68,51,Jerusalem
pr8461_68,55,Agger
pr8461_68,55,Vestervig
pr8462_68,0,Jølby
pr8462_68,0,Mors
pr8462_68,7,"Øster, Jølby"
pr8462_68,18,Morsø
pr8462_68,21,Egypten
pr8462_68,25,Egypten
pr8463_68,44,trinitatis
pr8464_68,2,Norge
pr8464_68,10,Oslo
pr8464_68,10,Utøya
pr8464_68,13,Danmark
pr8464_68,13,Norge
pr8464_68,32,Norge
pr8464_68,42,Norge
pr8464_68,42,Vesteuropa
pr8464_68,42,muslimsk
pr8465_68,13,Skældsordet
pr8465_68,17,Oslo
pr8465_68,18,Oslo
pr8465_68,19,Norge
pr8465_68,25,Norge
pr8465_68,58,Norge
pr8465_68,71,Norge
pr8466_68,47,Jeriko
pr8466_68,59,Kana
pr8467_68,3,Danmark
pr8467_68,13,Provence
pr8467_68,13,Sydfrankrig
pr8467_68,45,drammen
pr8467_68,45,"ta’r, drammen"
pr8467_68,45,"ta’r, drammen"
pr8467_68,45,franske
pr8468_68,58,Belgien
pr8470_68,3,USA
pr8470_68,16,Vestervig
pr8472_68,4,Jerusalem
pr8472_68,18,Galilæa
pr8472_68,18,Samaria
pr8472_68,28,Testamente
pr8472_68,35,Nazaret
pr8472_68,46,Jerusalem
pr8473_68,47,Nazareth
pr8474_68,87,Ham
pr8475_68,13,Rosenborg
pr8475_68,23,Danmark
pr8475_68,29,Ham
pr8476_68,32,Syrien
pr8477_68,0,Sovjetunionen
pr8477_68,57,Jerusalem
pr8478_68,1,Grønland
pr8478_68,16,Israel
pr8480_68,19,jødisk
pr8481_68,4,Viborg
pr8481_68,5,Egypten
pr8481_68,7,Egypten
pr8481_68,15,"Egypten, ”"
pr8482_68,9,Betlehem
pr8482_68,17,Egypten
pr8483_68,20,Thy
pr8483_68,43,Betlehem
pr8483_68,65,Betlehem
pr8484_68,22,Testamente
pr8484_68,34,Danmark
pr8484_68,44,Jerusalem
pr8484_68,58,Rom
pr8484_68,58,Grækenland
pr8484_68,58,Tyrkiet
pr8484_68,58,Spanien
pr8484_68,58,Judas
pr8484_68,58,Iran
pr8484_68,58,Thomas
pr8484_68,58,Indien
pr8484_68,58,Galilæa
pr8485_68,6,Jerusalem
pr8485_68,12,Gethsemane
pr8485_68,19,Gethsemane
pr8486_68,1,Belgien
pr8489_68,4,hønsehuse
pr8489_68,17,Egypten
pr8489_68,62,kerte
pr8490_68,8,Israel
pr8490_68,9,Lyngby
pr8490_68,20,Sahara
pr8490_68,36,Getsemane
pr8490_68,41,Jerusalem
pr8491_68,62,Damaskus
pr8492_68,25,amerikansk
pr8492_68,25,Amerika
pr8492_68,50,Thisted
pr8492_68,51,Thisted
pr8492_68,57,Belgien
pr8492_68,57,Danmark
pr8493_68,34,Jeriko
pr8493_68,34,Jerusalem
pr8494_68,1,Israel
pr8494_68,1,romerske
pr8494_68,32,Marstal
pr8494_68,75,Betlehem
pr8494_68,84,Kana
pr8495_68,1,"/, SV"
pr8495_68,1,Mellerup
pr8495_68,1,Randers
pr8495_68,2,Randers
pr8495_68,30,Jerusalem
pr8495_68,44,Esajas
pr8495_68,50,Siloa
pr8496_68,64,Jerusalem
pr8497_68,4,Afrika
pr8497_68,21,Indien
pr8498_68,4,Jerusalem
pr8498_68,15,riges
pr8498_68,22,Holland
pr8499_68,35,Vilsund
pr8499_68,46,Nazareth
pr8501_68,1,Stalingrad
pr8501_68,1,russiske
pr8501_68,7,Europa
pr8501_68,8,Luftwaffe
pr8501_68,12,Stalingrad
pr8501_68,12,luthersk
pr8501_68,18,russisk
pr8501_68,19,Stalingrad
pr8501_68,23,Stalingrad
pr8501_68,33,Stalingrad
pr8501_68,45,Testamente
pr8501_68,46,Testamente
pr8501_68,47,Betlehem
pr8501_68,49,Jerusalem
pr8501_68,56,krybben
pr8501_68,61,Stalingrad
pr8501_68,71,Paradis
pr8502_68,36,katakomberne
pr8502_68,36,Rom
pr8502_68,38,Skt
pr8502_68,39,Rom
pr8503_68,33,Kana
pr8504_68,0,"Santa, Lucia"
pr8504_68,15,Israel
pr8504_68,16,Jerusalem
pr8504_68,21,Betlehem
pr8504_68,27,romerske
pr8504_68,30,Danmark
pr8505_68,9,Århus
pr8505_68,67,Jerusalem
pr8506_68,6,Jerusalem
pr8506_68,6,Jordan
pr8507_68,4,libanesisk
pr8507_68,4,amerikanske
pr8507_68,31,Emmaus
pr8507_68,33,Jerusalem
pr8508_68,4,Thy
pr8508_68,68,Naturparken
pr8509_68,0,Mars
pr8509_68,1,Mors
pr8509_68,33,Testamente
pr8509_68,53,Belgien
pr8509_68,58,Venus
pr8509_68,58,Mors
pr8510_68,62,Frederiksberg
pr8511_68,3,”
pr8511_68,9,Egypten
pr8511_68,10,Egypten
pr8511_68,33,Galilæa
pr8512_68,0,Belgien
pr8512_68,8,belgiske
pr8512_68,35,Gudsriget
pr8513_68,40,Lille
pr8514_68,1,Grimstrup
pr8514_68,1,Esbjerg
pr8515_68,0,Zakæus
pr8515_68,6,Nazareth
pr8515_68,66,Kana
pr8516_68,3,ødemarken
pr8516_68,18,Syrien
pr8516_68,34,Bruxelles
pr8516_68,37,Bruxelles
pr8516_68,37,Belgien
pr8516_68,42,katolsk
pr8516_68,67,vejgrøften
pr8517_68,5,Ørum
pr8517_68,5,Hvidbjerg
pr8517_68,10,Ørum
pr8518_68,2,Danmark
pr8518_68,12,Kana
pr8519_68,34,Jerusalem
pr8519_68,37,Egypten
pr8519_68,38,Israel
